"InvoiceID","PayerAccountId","LinkedAccountId","RecordType","RecordID","BillingPeriodStartDate","BillingPeriodEndDate","InvoiceDate","PayerAccountName","LinkedAccountName","TaxationAddress","PayerPONumber","ProductCode","ProductName","SellerOfRecord","UsageType","Operation","RateId","ItemDescription","UsageStartDate","UsageEndDate","UsageQuantity","BlendedRate","CurrencyCode","CostBeforeTax","Credits","TaxAmount","TaxType","TotalCost"
"166528459","936669166135","936669166135","LinkedLineItem","5200000001564018749","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","AmazonRDS","Amazon Relational Database Service","Amazon Cloud Technology Services (Ningxia) Co., Ltd","CNW1-InstanceUsage:db.r4.large","CreateDBInstance:0021","313273088","CNY 2.4 per RDS db.r4.large instance hour (or partial hour) running Amazon Aurora PostgreSQL","2019/01/01 00:00:00","2019/01/31 23:59:59","174.0","","CNY","417.600000","0.0","0.000000","None","417.600000"
"166528459","936669166135","936669166135","LinkedLineItem","5200000001564018750","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Cloud Technology Services (Ningxia) Co., Ltd","CNW1-BoxUsage:t2.large","RunInstances:0002","333966689","0.9475 CNY per On Demand Windows t2.large Instance Hour","2019/01/01 00:00:00","2019/01/31 23:59:59","6.126111","","CNY","5.804490","0.0","0.000000","None","5.804490"
"166528459","936669166135","936669166135","LinkedLineItem","5200000001564018751","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","AmazonCloudWatch","AmazonCloudWatch","Amazon Cloud Technology Services (Ningxia) Co., Ltd","CNW1-TimedStorage-ByteHrs","","305676439","First 5GB-mo per month of logs storage is free.","2019/01/01 00:00:00","2019/01/31 23:59:59","0.00111508","","CNY","0.000000","0.0","0.000000","None","0.000000"
"166528459","936669166135","936669166135","LinkedLineItem","5200000001579286052","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Cloud Technology Services (Ningxia) Co., Ltd","CNW1-BoxUsage:t2.nano","RunInstances","333965742","0.0472 CNY per On Demand Linux t2.nano Instance Hour","2019/01/01 00:00:00","2019/01/31 23:59:59","2.191388","","CNY","0.103434","0.0","0.000000","None","0.103434"
"166528459","936669166135","936669166135","LinkedLineItem","5200000001581246500","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","AmazonRDS","Amazon Relational Database Service","Amazon Cloud Technology Services (Ningxia) Co., Ltd","CNW1-RDS:ChargedBackupUsage","","313273123","CNY 0.5162 per additional GB-month of backup storage exceeding free allocation","2019/01/01 00:00:00","2019/01/31 23:59:59","0.71167779","","CNY","0.367368","0.0","0.000000","None","0.367368"
"166528459","936669166135","936669166135","LinkedLineItem","5200000001572921074","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","AmazonS3","Amazon Simple Storage Service","Amazon Cloud Technology Services (Ningxia) Co., Ltd","CNW1-TimedStorage-RRS-ByteHrs","","332588912","PAR_AXL_FY2018-APNPartnerAccelProject:2500","2019/01/01 00:00:00","2019/01/31 23:59:59","0.0","","CNY","0.0","-2.553331","0.000000","None","-2.553331"
"166528459","936669166135","936669166135","LinkedLineItem","5200000001572921078","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","AmazonRDS","Amazon Relational Database Service","Amazon Cloud Technology Services (Ningxia) Co., Ltd","CNW1-Aurora:StorageUsage","CreateDBInstance:0021","313273360","PAR_AXL_FY2018-APNPartnerAccelProject:2500","2019/01/01 00:00:00","2019/01/31 23:59:59","0.0","","CNY","0.0","-525.180968","0.000000","None","-525.180968"
"166528459","936669166135","936669166135","LinkedLineItem","5200000001572921075","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","AmazonApiGateway","Amazon API Gateway","Amazon Cloud Technology Services (Ningxia) Co., Ltd","CNW1-ApiGatewayRequest","ApiGatewayRequest","307315603","PAR_AXL_FY2018-APNPartnerAccelProject:2500","2019/01/01 00:00:00","2019/01/31 23:59:59","0.0","","CNY","0.0","-0.000087","0.000000","None","-0.000087"
"166528459","936669166135","936669166135","LinkedLineItem","5200000001572921077","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Cloud Technology Services (Ningxia) Co., Ltd","CNW1-NatGateway-Bytes","NatGateway","333968480","PAR_AXL_FY2018-APNPartnerAccelProject:2500","2019/01/01 00:00:00","2019/01/31 23:59:59","0.0","","CNY","0.0","-3394.047383","0.000000","None","-3394.047383"
"166528459","936669166135","936669166135","LinkedLineItem","5200000001572921085","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","AWSCloudTrail","AWS CloudTrail","Amazon Cloud Technology Services (Ningxia) Co., Ltd","CNW1-DataEventsRecorded","","214224225","PAR_AXL_FY2018-APNPartnerAccelProject:2500","2019/01/01 00:00:00","2019/01/31 23:59:59","0.0","","CNY","0.0","-0.030979","0.000000","None","-0.030979"
"166528459","936669166135","936669166135","LinkedLineItem","5200000001572921100","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Cloud Technology Services (Ningxia) Co., Ltd","CNW1-BoxUsage:t2.medium","RunInstances:0002","333967938","PAR_AXL_FY2018-APNPartnerAccelProject:5000 RMB","2019/01/01 00:00:00","2019/01/31 23:59:59","0.0","","CNY","0.0","-0.010000","0.000000","None","-0.010000"
"166528459","936669166135","936669166135","LinkedLineItem","5200000001572921086","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","AWSDataTransfer","AWS Data Transfer","Amazon Cloud Technology Services (Ningxia) Co., Ltd","CNW1-DataTransfer-Regional-Bytes","","219995563","PAR_AXL_FY2018-APNPartnerAccelProject:2500","2019/01/01 00:00:00","2019/01/31 23:59:59","0.0","","CNY","0.0","-23.821717","0.000000","None","-23.821717"
"166528459","936669166135","936669166135","LinkedLineItem","5200000001572921076","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","AWSLambda","AWS Lambda","Amazon Cloud Technology Services (Ningxia) Co., Ltd","CNW1-Request","","274057631","PAR_AXL_FY2018-APNPartnerAccelProject:2500","2019/01/01 00:00:00","2019/01/31 23:59:59","0.0","","CNY","0.0","-0.004776","0.000000","None","-0.004776"
"166528459","936669166135","936669166135","LinkedLineItem","5200000001572921103","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","AWSConfig","AWS Config","Amazon Cloud Technology Services (Ningxia) Co., Ltd","CNW1-ConfigurationItemRecorded","","214224412","PAR_AXL_FY2018-APNPartnerAccelProject:2500","2019/01/01 00:00:00","2019/01/31 23:59:59","0.0","","CNY","0.0","-34.540000","0.000000","None","-34.540000"
"166528459","936669166135","936669166135","LinkedLineItem","5200000001572921116","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","AmazonDynamoDB","Amazon DynamoDB","Amazon Cloud Technology Services (Ningxia) Co., Ltd","CNW1-ReadCapacityUnit-Hrs","CommittedThroughput","327600567","PAR_AXL_FY2018-APNPartnerAccelProject:2500","2019/01/01 00:00:00","2019/01/31 23:59:59","0.0","","CNY","0.0","-775.692000","0.000000","None","-775.692000"
"166528459","936669166135","","CBRounding","CBRounding:166528459","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","","","","","","","所有关联账户的总额与发票总额存在 CNY -0.000002 的差额。","","","","","CNY","-0.000002","","","","-0.000002"
"166528459","936669166135","","InvoiceTotal","InvoiceTotal:166528459","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:19:45","","","","","","","","","","","发票 166528459 的总额","","","","","CNY","4755.86","-4755.86","0.000000","","0.00"
"166540560","936669166135","","PayerLineItem","5200000001530855269","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSConfig","AWS Config","Amazon Web Services, Inc.","CNN1-ConfigurationItemRecorded","","301331629","0.02 CNY per Configuration Item recorded in China (Beijing) region","2019/01/01 00:00:00","2019/01/31 23:59:59","2037.0","","CNY","40.74","0.0","0.000000","None","40.740000"
"166540560","936669166135","","PayerLineItem","5200000001531738610","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonS3","Amazon Simple Storage Service","Amazon Web Services, Inc.","CNN1-Requests-Tier4","","332467046","CNY 0.0637 per 1,000 transitions to Standard-Infrequent Access","2019/01/01 00:00:00","2019/01/31 23:59:59","56.0","","CNY","0.00","0.0","0.000000","None","0.000000"
"166540560","936669166135","","PayerLineItem","5200000001531738612","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonS3","Amazon Simple Storage Service","Amazon Web Services, Inc.","CNN1-TimedStorage-GlacierByteHrs","","332467042","CNY 0.0334 per GB / month of storage used - Amazon Glacier (Beijing)","2019/01/01 00:00:00","2019/01/31 23:59:59","0.00046655","","CNY","0.00","0.0","0.000000","None","0.000000"
"166540560","936669166135","","PayerLineItem","5200000001531738616","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSLambda","AWS Lambda","Amazon Web Services, Inc.","CNN1-Lambda-GB-Second","","201820708","AWS Lambda - Total Compute - China (Beijing)","2019/01/01 00:00:00","2019/01/31 23:59:59","1120.5375","","CNY","0.13","0.0","0.000000","None","0.130000"
"166540560","936669166135","","PayerLineItem","5200000001531738617","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonRDS","Amazon Relational Database Service","Amazon Web Services, Inc.","CNN1-RDS:Multi-AZ-GP2-Storage","CreateDBInstance","250842173","CNY 1.720 per GB-month of provisioned GP2 storage for Multi-AZ deployments","2019/01/01 00:00:00","2019/01/31 23:59:59","15.5913976","","CNY","26.82","0.0","0.000000","None","26.820000"
"166540560","936669166135","","PayerLineItem","5200000001531738618","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSConfig","AWS Config","Amazon Web Services, Inc.","CNN1-ActiveConfigRules","","301331630","13 CNY per active Config rule for the first 10 rules in in China (Beijing) region","2019/01/01 00:00:00","2019/01/31 23:59:59","10.0","","CNY","130.00","0.0","0.000000","None","130.000000"
"166540560","936669166135","","PayerLineItem","5200000001531738621","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonS3","Amazon Simple Storage Service","Amazon Web Services, Inc.","CNN1-TimedStorage-SIA-ByteHrs","","332467012","CNY 0.13377 per GB-Month of storage used in Standard-Infrequent Access","2019/01/01 00:00:00","2019/01/31 23:59:59","0.06444776","","CNY","0.01","0.0","0.000000","None","0.010000"
"166540560","936669166135","","PayerLineItem","5200000001531738623","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonS3","Amazon Simple Storage Service","Amazon Web Services, Inc.","CNN1-TimedStorage-ByteHrs","","332467004","CNY 0.195 per GB - first 50 TB / month of storage used","2019/01/01 00:00:00","2019/01/31 23:59:59","22.52704659","","CNY","4.39","0.0","0.000000","None","4.390000"
"166540560","936669166135","","PayerLineItem","5200000001531738624","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","CNN1-CNW1-AWS-In-Bytes","","220021321","$0 CNY per GB - Inter Region DT cost (In bytes from ZHY)","2019/01/01 00:00:00","2019/01/31 23:59:59","0.64106462","","CNY","0.00","0.0","0.000000","None","0.000000"
"166540560","936669166135","","PayerLineItem","5200000001531738625","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSCloudTrail","AWS CloudTrail","Amazon Web Services, Inc.","CNN1-FreeEventsRecorded","","206642493","0.0 per free event","2019/01/01 00:00:00","2019/01/31 23:59:59","211481.0","","CNY","0.00","0.0","0.000000","None","0.000000"
"166540560","936669166135","","PayerLineItem","5200000001531738626","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSLambda","AWS Lambda","Amazon Web Services, Inc.","CNN1-Request","","201820709","AWS Lambda - Total Requests - China (Beijing)","2019/01/01 00:00:00","2019/01/31 23:59:59","17001.0","","CNY","0.02","0.0","0.000000","None","0.020000"
"166540560","936669166135","","PayerLineItem","5200000001531738627","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonS3","Amazon Simple Storage Service","Amazon Web Services, Inc.","CNN1-Requests-Tier2","","332467031","CNY 0.015 per 10,000 GET and all other requests","2019/01/01 00:00:00","2019/01/31 23:59:59","121445.0","","CNY","0.18","0.0","0.000000","None","0.180000"
"166540560","936669166135","","PayerLineItem","5200000001531738628","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonSNS","Amazon Simple Notification Service","Amazon Web Services, Inc.","CNN1-Requests-Tier1","","12296880","First 1,000,000 SNS API Requests per Month are free","2019/01/01 00:00:00","2019/01/31 23:59:59","1321.0","","CNY","0.00","0.0","0.000000","None","0.000000"
"166540560","936669166135","","PayerLineItem","5200000001531738630","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","CNN1-DataTransfer-Out-Bytes","","220021323","0.933 CNY per GB - data transfer out of CNN1","2019/01/01 00:00:00","2019/01/31 23:59:59","0.43598418","","CNY","0.41","0.0","0.000000","None","0.410000"
"166540560","936669166135","","PayerLineItem","5200000001531738631","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","CNN1-CNW1-AWS-Out-Bytes","","220021320","$0.6003 CNY per GB - Inter Region DT cost (Out bytes to ZHY)","2019/01/01 00:00:00","2019/01/31 23:59:59","2.35366366","","CNY","1.41","0.0","0.000000","None","1.410000"
"166540560","936669166135","","PayerLineItem","5200000001531738632","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSCloudTrail","AWS CloudTrail","Amazon Web Services, Inc.","CNN1-DataEventsRecorded","","206642495","0.0000065 per data event recorded in China (Beijing) region","2019/01/01 00:00:00","2019/01/31 23:59:59","169698.0","","CNY","1.10","0.0","0.000000","None","1.100000"
"166540560","936669166135","","PayerLineItem","5200000001531738633","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonS3","Amazon Simple Storage Service","Amazon Web Services, Inc.","CNN1-TagStorage-TagHrs","","332467071","CNY 0.0667 per 10,000 tags","2019/01/01 00:00:00","2019/01/31 23:59:59","0.99999986","","CNY","0.00","0.0","0.000000","None","0.000000"
"166540560","936669166135","","PayerLineItem","5200000001531738634","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","CNN1-DataTransfer-In-Bytes","","220021324","0.000 CNY per GB - data transfer in per month","2019/01/01 00:00:00","2019/01/31 23:59:59","2.07817007","","CNY","0.00","0.0","0.000000","None","0.000000"
"166540560","936669166135","","PayerLineItem","5200000001531738636","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSSupportBJSBusiness","AWS Support BJS (Business)","Amazon Web Services, Inc.","","","","Recurring Fee","2019/01/01 00:00:00","2019/01/31 23:59:59","0.0","","CNY","539.10","0.0","32.350000","VAT","571.450000"
"166540560","936669166135","","PayerLineItem","5200000001531738637","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonS3","Amazon Simple Storage Service","Amazon Web Services, Inc.","CNN1-Requests-Tier1","","332467067","CNY 0.0045 per 1,000 PUT, COPY, POST, or LIST requests","2019/01/01 00:00:00","2019/01/31 23:59:59","76233.0","","CNY","0.34","0.0","0.000000","None","0.340000"
"166540560","936669166135","","PayerLineItem","5200000001532912826","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","CNN1-DataTransfer-Regional-Bytes","","220021326",".067 CNY per GB - Regional Data Transfer","2019/01/01 00:00:00","2019/01/31 23:59:59","0.11292261","","CNY","0.01","0.0","0.000000","None","0.010000"
"166540560","936669166135","","PayerLineItem","5200000001532912832","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSConfig","AWS Config","Amazon Web Services, Inc.","CNN1-ActiveConfigRules","","301331631","9.75 CNY per active Config rule for the next 40 rules in China (Beijing) region","2019/01/01 00:00:00","2019/01/31 23:59:59","10.0","","CNY","97.50","0.0","0.000000","None","97.500000"
"166540560","936669166135","","PayerLineItem","5200000001540825874","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-BoxUsage:t2.medium","RunInstances:0002","333978075","0.55 CNY per On Demand Windows t2.medium Instance Hour","2019/01/01 00:00:00","2019/01/31 23:59:59","76.735832","","CNY","42.20","0.0","0.000000","None","42.200000"
"166540560","936669166135","","PayerLineItem","5200000001540825875","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-NatGateway-Hours","NatGateway","333976376","0.427 CNY per NAT Gateway Hour","2019/01/01 00:00:00","2019/01/31 23:59:59","1170.0","","CNY","499.59","0.0","0.000000","None","499.590000"
"166540560","936669166135","","PayerLineItem","5200000001540825876","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-BoxUsage:t2.small","RunInstances","333978097","0.212 CNY per On Demand Linux t2.small Instance Hour","2019/01/01 00:00:00","2019/01/31 23:59:59","191.878054","","CNY","40.68","0.0","0.000000","None","40.680000"
"166540560","936669166135","","PayerLineItem","5200000001540825877","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-BoxUsage:t2.small","RunInstances:0002","333974238","0.275 CNY per On Demand Windows t2.small Instance Hour","2019/01/01 00:00:00","2019/01/31 23:59:59","14.154168","","CNY","3.89","0.0","0.000000","None","3.890000"
"166540560","936669166135","","PayerLineItem","5200000001540825878","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-BoxUsage:t2.micro","RunInstances","333974291","0.106 CNY per On Demand Linux t2.micro Instance Hour","2019/01/01 00:00:00","2019/01/31 23:59:59","49.972779","","CNY","5.30","0.0","0.000000","None","5.300000"
"166540560","936669166135","","PayerLineItem","5200000001540825879","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-EBS:VolumeUsage.gp2","","333975359","0.746 CNY per GB-month of General Purpose SSD (gp2) provisioned storage","2019/01/01 00:00:00","2019/01/31 23:59:59","2040.36043224","","CNY","1522.11","0.0","0.000000","None","1522.110000"
"166540560","936669166135","","PayerLineItem","5200000001540825880","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-LCUUsage","LoadBalancing:Network","333978151","0.072 CNY per used Network load balancer capacity unit-hour (or partial hour)","2019/01/01 00:00:00","2019/01/31 23:59:59","0.00641727","","CNY","0.00","0.0","0.000000","None","0.000000"
"166540560","936669166135","","PayerLineItem","5200000001540825881","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-LoadBalancerUsage","LoadBalancing:Application","333975612","0.156 CNY per Application LoadBalancer-hour (or partial hour)","2019/01/01 00:00:00","2019/01/31 23:59:59","18.0","","CNY","2.81","0.0","0.000000","None","2.810000"
"166540560","936669166135","","PayerLineItem","5200000001540825882","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-LCUUsage","LoadBalancing:Application","333972585","0.072 CNY per used Application load balancer capacity unit-hour (or partial hour)","2019/01/01 00:00:00","2019/01/31 23:59:59","0.00061967","","CNY","0.00","0.0","0.000000","None","0.000000"
"166540560","936669166135","","PayerLineItem","5200000001540825883","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-BoxUsage:m4.xlarge","RunInstances","333974447","2.815 CNY per On Demand Linux m4.xlarge Instance Hour","2019/01/01 00:00:00","2019/01/31 23:59:59","1.150833","","CNY","3.24","0.0","0.000000","None","3.240000"
"166540560","936669166135","","PayerLineItem","5200000001540825884","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-LoadBalancerUsage","LoadBalancing","333972838","0.156 CNY per LoadBalancer-hour (or partial hour)","2019/01/01 00:00:00","2019/01/31 23:59:59","18.0","","CNY","2.81","0.0","0.000000","None","2.810000"
"166540560","936669166135","","PayerLineItem","5200000001540825885","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-ElasticIP:IdleAddress","","333977335","0.000 CNY per Elastic IP address not attached to a running instance for the first hour","2019/01/01 00:00:00","2019/01/31 23:59:59","1.0","","CNY","0.00","0.0","0.000000","None","0.000000"
"166540560","936669166135","","PayerLineItem","5200000001540825886","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-LoadBalancerUsage","LoadBalancing:Network","333975730","0.156 CNY per Network Loadbalancer-hour (or partial hour)","2019/01/01 00:00:00","2019/01/31 23:59:59","585.0","","CNY","91.26","0.0","0.000000","None","91.260000"
"166540560","936669166135","","PayerLineItem","5200000001540825887","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-DataProcessing-Bytes","LoadBalancing","333973955","0.072 CNY per GB Data Processed by the LoadBalancer","2019/01/01 00:00:00","2019/01/31 23:59:59","0.00023361","","CNY","0.00","0.0","0.000000","None","0.000000"
"166540560","936669166135","","PayerLineItem","5200000001540825888","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-ElasticIP:IdleAddress","","333977336","0.033 CNY per Elastic IP address not attached to a running instance per hour (prorated)","2019/01/01 00:00:00","2019/01/31 23:59:59","5942.2","","CNY","196.09","0.0","0.000000","None","196.090000"
"166540560","936669166135","","PayerLineItem","5200000001540825889","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-EBS:SnapshotUsage","","333975811","0.311 CNY per GB-Month of snapshot data stored","2019/01/01 00:00:00","2019/01/31 23:59:59","540.43749476","","CNY","168.08","0.0","0.000000","None","168.080000"
"166540560","936669166135","","PayerLineItem","5200000001540825890","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-BoxUsage:t2.medium","RunInstances","333974890","0.426 CNY per On Demand Linux t2.medium Instance Hour","2019/01/01 00:00:00","2019/01/31 23:59:59","98.643333","","CNY","42.02","0.0","0.000000","None","42.020000"
"166540560","936669166135","","PayerLineItem","5200000001540825891","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CNN1-NatGateway-Bytes","NatGateway","333974340","0.427 CNY per GB Data Processed by NAT Gateways","2019/01/01 00:00:00","2019/01/31 23:59:59","0.02977578","","CNY","0.01","0.0","0.000000","None","0.010000"
"166540560","936669166135","","PayerLineItem","5200000001541795007","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSStorageGateway","AWS Storage Gateway","Amazon Web Services, Inc.","CNN1-Uploaded-Bytes","","19083357","CNY 0.0667 per GB - first 11.4 TB / month data written by your gateway to AWS storage","2019/01/01 00:00:00","2019/01/31 23:59:59","0.71680421","","CNY","0.05","0.0","0.000000","None","0.050000"
"166540560","936669166135","","PayerLineItem","5200000001544396917","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","CNN1-CloudFront-Out-Bytes","","220021325","0.933 CNY per GB - data transfer out of CNN1 to CloudFront","2019/01/01 00:00:00","2019/01/31 23:59:59","0.00010878","","CNY","0.00","0.0","0.000000","None","0.000000"
"166540560","936669166135","","PayerLineItem","5200000001544396918","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","CNN1-CloudFront-In-Bytes","","220021322","0.000 CNY per GB - data transfer in per month via CloudFront","2019/01/01 00:00:00","2019/01/31 23:59:59","0.00307091","","CNY","0.00","0.0","0.000000","None","0.000000"
"166540560","936669166135","","PayerLineItem","5200000001547014330","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonRDS","Amazon Relational Database Service","Amazon Web Services, Inc.","CNN1-Multi-AZUsage:db.t2.small","CreateDBInstance:0002","250696838","CNY 0.552 per RDS T2 Small Multi-AZ hour (or partial hour) running MySQL","2019/01/01 00:00:00","2019/01/31 23:59:59","73.0","","CNY","40.30","0.0","0.000000","None","40.300000"
"166540560","936669166135","","PayerLineItem","5200000001547057416","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AmazonSNS","Amazon Simple Notification Service","Amazon Web Services, Inc.","CNN1-DeliveryAttempts-SMTP","","12296887","First 1,000 Amazon SNS Email/Email-JSON Notifications per month are Free","2019/01/01 00:00:00","2019/01/31 23:59:59","161.0","","CNY","0.00","0.0","0.000000","None","0.000000"
"166540560","936669166135","","PayerLineItem","5200000001549469011","2019/01/01 00:00:00","2019/01/31 23:59:59","2019/02/03 00:22:24","","","","","AWSIoT","AWS IoT","Amazon Web Services, Inc.","CNN1-RegistryAndShadowOperations","","222372097","12.44  per million Device Registry and Device Shadow operations","2019/01/01 00:00:00","2019/01/31 23:59:59","1.0","","CNY","0.00","0.0","0.000000","None","0.000000"
